SPEAKER_22 | 0:1:24.557 --> 0:1:25.350 |  Це Вовчик.
SPEAKER_06 | 1:41:16.853 --> 1:41:17.39 |  Йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо-йо
SPEAKER_12 | 1:41:17.39 --> 1:41:42.621 |  Ти теж казковий богатир! Йо! Давай, Вітько!
SPEAKER_06 | 1:41:42.621 --> 1:41:43.26 |  Хопа!
SPEAKER_12 | 1:41:43.465 --> 1:41:44.511 |  Хе-хе.
SPEAKER_06 | 1:41:44.511 --> 1:41:52.172 |  Ульотний чувак. Бувай, Олешко. Найкрутіший з казкових богатирів. Що є, то є.
SPEAKER_12 | 1:41:54.518 --> 1:41:56.509 |  Ну, бувай.
SPEAKER_06 | 1:42:3.715 --> 1:42:8.727 |  І знаєш що, передай Оленці
SPEAKER_04 | 1:42:8.895 --> 1:42:9.503 |  Вітю!
SPEAKER_12 | 1:42:44.181 --> 1:42:45.75 |  Батько, нора, батько!
SPEAKER_04 | 1:42:53.952 --> 1:42:57.749 |  Я буду чекати, навіть якщо ти не прийдеш.
SPEAKER_06 | 1:42:58.2 --> 1:42:58.559 |  Я приду.
SPEAKER_02 | 1:43:23.685 --> 1:43:28.883 |  Дивіться, він зараз упаде! Хто-небудь допоможіть!
SPEAKER_06 | 1:43:36.156 --> 1:43:36.274 |  Дякую!
SPEAKER_15 | 1:43:36.274 --> 1:43:36.409 |  Дякую!
SPEAKER_06 | 1:43:36.409 --> 1:43:36.494 |  Дякую!
SPEAKER_03 | 1:43:45.420 --> 1:43:47.513 |  Я думав, що ти злякався і мені капець.
SPEAKER_06 | 1:43:48.981 --> 1:44:10.969 |  Спочатку я й злякався, а тут мене засмоктало і почалося. Богатирів зустрів, на болоті перевірили, знайшли перун-камінь. Потім половці лелеча спалили. Ледве врятувались.
SPEAKER_19 | 1:44:10.969 --> 1:44:21.27 |  Діда вбили, Оленку вкрали, оживили камінням, голем вийшли.
SPEAKER_06 | 1:44:21.27 --> 1:44:30.966 |  Вийшов. Підпалили його. Втопили. А воно все одно з болота вилізло. І тоді я звечі кинувся на дельтаплані.
SPEAKER_19 | 1:44:30.966 --> 1:44:30.983 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:44:32.738 --> 1:44:32.755 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:44:32.755 --> 1:44:39.134 |  Каменю воду, саму нору, а тут ти.
SPEAKER_03 | 1:44:42.154 --> 1:44:42.762 |  А що я?
SPEAKER_06 | 1:44:48.246 --> 1:44:55.300 |  Допоможіть! Врятуйте! Швидше! Ех, Вовчик! Ти чого?
SPEAKER_15 | 1:44:55.300 --> 1:45:0.852 |  Хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-
SPEAKER_22 | 1:44:57.477 --> 1:44:59.940 |  Хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-
SPEAKER_15 | 1:45:5.594 --> 1:45:11.27 |  Вийшло! Круто! Молодець!
SPEAKER_06 | 1:45:26.451 --> 1:45:34.11 |  Ма, не зараз. Ма!
SPEAKER_22 | 1:45:35.344 --> 1:45:38.10 |  Але зранку її потрібно повернути.
SPEAKER_06 | 1:45:38.618 --> 1:45:40.845 |  Та я, я за пару годин.
SPEAKER_22 | 1:45:41.284 --> 1:45:42.634 |  І не забудь повечеряти.
SPEAKER_06 | 1:45:42.803 --> 1:45:43.900 |  Ма, ти крута!
SPEAKER_15 | 1:45:50.599 --> 1:45:50.869 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 1:45:58.109 --> 1:46:1.534 |  Дякую за перегляд!
SPEAKER_23 | 1:46:1.534 --> 1:46:2.159 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 1:46:2.243 --> 1:46:23.33 |  Дякую за перегляд!
SPEAKER_04 | 1:46:27.927 --> 1:46:34.305 |  Хто те кам'яне серце знайде, той справжнє кохання зустріне або втрачене відшукає.
SPEAKER_20 | 1:46:37.967 --> 1:46:42.34 |  Олег.
SPEAKER_15 | 1:46:39.975 --> 1:46:40.279 |  Дякую.
SPEAKER_20 | 1:46:46.995 --> 1:46:49.425 |  Субтитрувальниця Оля Шор
SPEAKER_04 | 1:46:49.510 --> 1:46:50.84 |  Вітько!
SPEAKER_20 | 1:46:52.176 --> 1:47:0.765 |  Субтитрувальниця Оля Шор
SPEAKER_23 | 1:47:35.747 --> 1:48:42.724 |  Одягнувшись за вісою Христа, шкіра моя панцир залізний Кров, рода, міцна, кість, меч, кулатний Швидше стріли, певніше зокола Броня на мені, Господь в мені Броня на мені, Господь в мені Броня на мені, Господь в мені Музика Одягнувшись за візою Христа, Шкіра моя — панзер залізний. Кров — руда від сна, кість — меж булатний. Швидше стріли, більше зокула Броня на мені Броня на мені
SPEAKER_00 | 1:49:3.970 --> 1:49:13.32 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 1:49:23.511 --> 1:50:9.23 |  День стомився і догорів Сонце сіло геть за поля Від зорі до зорі Хлібом пахне наша земля Вітер заколише траву, тиха ніч огорне хати. У вісні і наяву нашу землю нам берегти.
SPEAKER_00 | 1:50:12.128 --> 1:50:17.190 |  На землі відвіду свої
SPEAKER_26 | 1:50:17.190 --> 1:50:17.511 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 1:50:17.511 --> 1:50:17.967 |  Дякую за перегляд!
SPEAKER_26 | 1:50:17.967 --> 1:51:1.32 |  Субтитрувальниця Оля Шор Ми плечем і до плеча станем зі щитом і мечем.
